Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Malta;MLT;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16127,83153;16681,18168;17284,44837;17879,45448;18713,99491;19762,6733;20374,96909;21284,38743;22230,38636;23142,04739;27518,67365;26991,88415;27478,61817;28410,77094;28259,99117;29030,46937;29651,0502;30958,83184;31934,72775;31335,73837;32910,80688;32924,41625;33973,59005;35333,3867;37278,58327;39896,81151;40312,5317;43508,78326;44607,63827;45425,80693;40733,69544;44650,74574;
Myanmar;MMR;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581,6133112;579,3787533;597,2021834;635,1071843;669,3750531;708,5048781;746,4265653;781,5960717;816,5262112;875,4184969;973,3955381;1083,41942;1198,094697;1340,872732;1511,171532;1702,309682;1914,241569;2137,644943;2360,54324;2591,046304;2830,284053;3018,461614;3187,114918;3409,648895;3658,593538;3748,294222;4109,557412;4312,947389;4556,281168;4829,536707;4947,093961;4032,625653;
Middle East & North Africa (excluding high income);MNA;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6815,131832;6644,080405;6782,585982;6734,10773;6693,645478;6740,735995;7023,85065;7130,514909;7421,490312;7613,781966;7916,94225;7976,697903;8103,663538;8196,839453;8621,669112;8829,858812;9117,684543;9518,133916;9675,125099;9724,782832;10025,75629;9800,030861;10003,37253;9874,889711;9991,854394;9993,004745;10384,17213;10561,91731;10559,48454;10488,74968;10108,09173;10420,79539;
Montenegro;MNE;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12579,28509;13236,01815;12024,70134;12419,00563;12505,17706;12692,30117;12955,59201;13505,05868;14048,85403;15233,39074;16248,35136;17391,03728;16348,10069;16764,36472;17287,42547;16802,40743;17381,74869;17674,63009;18263,61673;18797,91117;19682,29415;20686,59195;21533,96377;18258,97637;20598,82081;
Mongolia;MNG;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5030,073252;4512,110111;4027,777979;3842,052181;3870,862231;4066,753112;4110,553606;4226,372643;4325,080296;4415,031937;4424,652829;4515,465571;4687,444651;4972,257625;5453,993364;5800,909349;6243,608856;6818,993595;7346,278752;7163,801839;7518,831118;8685,779862;9586,714924;10504,8147;11107,98898;11134,80186;11058,95048;11431,49802;12052,29381;12458,01843;11666,7797;11668,43042;
Northern Mariana Islands;MNP;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mozambique;MOZ;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;460,1236967;473,6120038;436,3764156;469,3978174;476,3707587;465,8332957;502,4025415;544,2140759;584,0687207;636,7917411;628,6932794;687,193474;731,9895084;762,2861825;801,4271276;832,8388607;890,4529568;934,7363488;977,1908774;1011,561291;1047,591431;1092,773245;1137,284815;1179,670024;1228,656835;1271,961873;1279,920506;1287,234867;1292,897664;1285,184822;1232,985576;1226,766924;
Mauritania;MRT;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4611,941187;4557,468672;4467,275638;4540,365425;4252,870183;4542,662008;4711,05233;4419,583397;4424,410009;4464,211044;4170,901578;4037,45078;4006,364205;4192,378811;4296,544415;4562,731568;5278,54732;5055,987817;4914,834226;4787,451874;4773,752515;4825,087991;4885,692178;4943,232841;5020,136804;5151,899871;5080,809163;5259,065063;5367,216439;5505,646331;5314,84937;5307,521902;
Mauritius;MUS;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8233,911912;8506,797454;8942,38329;9286,095236;9535,735985;9859,452897;10304,45266;10755,00631;11288,72559;11437,14396;12254,29541;12564,85146;12679,43162;13333,9021;13824,29759;13986,96798;14599,25964;15365,20936;16134,47457;16625,14015;17311,62524;17988,68312;18566,02981;19147,67604;19844,48855;20549,62816;21328,68825;22148,62439;23023,50019;23681,58045;20224,22242;20967,94793;
Malawi;MWI;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;939,1762778;990,8480484;892,4252274;965,3834739;877,2542483;1025,930701;1079,882394;1099,283321;1118,715336;1127,381608;1119,101687;1038,509426;1030,560539;1062,012332;1090,40811;1095,655715;1115,438232;1188,354681;1242,860234;1307,808223;1357,871724;1383,580965;1370,302848;1401,660012;1440,80766;1440,842283;1437,041692;1454,777492;1478,424836;1517,703169;1489,601381;1491,133888;
Malaysia;MYS;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10607,76937;11297,59202;11963,26767;12785,83367;13579,71424;14508,46025;15533,75519;16231,79882;14650,2021;15161,4073;16089,86127;15762,77745;16199,73324;16723,92512;17439,76428;17951,3921;18535,05404;19278,42379;19792,2682;19110,75256;20171,88063;20900,32222;21690,45667;22350,90817;23328,34378;24151,25914;24859,79966;25935,1427;26835,8097;27674,40162;25830,97172;26333,15634;
North America;NAC;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39657,76168;39092,27142;39919,62705;40489,73151;41612,56891;42230,5623;43321,78148;44716,24218;46172,84537;47863,42727;49315,64501;49325,83649;49744,31415;50654,57631;52088,91544;53395,37115;54346,21329;54915,90207;54497,30722;52588,14906;53567,16329;54059,68759;54844,69645;55471,02822;56336,30187;57338,96726;57818,88791;58746,95762;60097,09853;61114,51276;58719,15719;62042,66163;
Namibia;NAM;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6223,452991;6510,012098;6758,102706;6439,251166;6346,298592;6401,022894;6426,379873;6526,79788;6575,763387;6635,539118;6713,002553;6655,750248;6855,83881;7046,147507;7812,861434;7914,732837;8373,482629;8714,103453;8826,273597;8726,681849;9115,506508;9431,044194;9747,819716;10122,15447;10554,56475;10813,22662;10627,63511;10335,26742;10266,17055;10009,57807;9048,183523;9137,797062;
New Caledonia;NCL;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Niger;NER;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1077,911465;1040,363367;1028,655164;999,9226534;986,2578185;977,4825375;946,0726006;929,0134932;987,7097136;952,4995802;909,3170049;942,2681552;954,8762437;942,0054076;912,4657947;944,848197;965,3572525;960,0925565;997,0244404;979,6540294;1024,738365;1010,326995;1075,145982;1089,87314;1119,137212;1124,410076;1143,860701;1155,973559;1193,265616;1217,445986;1214,546556;1186,576809;
Nigeria;NGA;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3259,581175;3188,510313;3253,03392;3106,414826;2972,50495;2895,350589;2941,56133;2952,519247;2953,478034;2896,147909;2963,274098;3056,511285;3431,732861;3585,994603;3813,527421;3951,182819;4079,135654;4231,764157;4396,800555;4622,36354;4857,266271;4975,638201;5045,47172;5238,832672;5424,924511;5429,099621;5209,074155;5120,005598;5089,777634;5076,36829;4865,086832;4922,632452;
Nicaragua;NIC;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3409,775932;3325,091579;3262,629552;3178,364067;3214,452775;3334,790376;3479,694959;3555,970063;3629,692507;3827,125244;3927,061925;3989,18733;3968,637058;4019,714674;4183,608011;4308,015016;4425,971925;4586,271205;4676,905782;4457,933762;4586,873875;4805,402108;5042,803446;5214,528602;5385,498502;5563,004095;5734,355114;5915,375443;5636,639886;5348,987315;5181,727042;5638,747931;
Netherlands;NLD;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36461,41902;37057,58313;37405,92997;37613,25219;38494,21785;39498,13682;40691,89032;42235,48907;43933,56811;45839,13146;47422,2034;48160,78437;47958,33197;47806,88443;48586,70462;49467,43543;51097,36261;52909,96976;53848,25223;51607,60573;52032,9865;52594,22901;51860,05599;51640,07669;52186,99739;52974,11622;53847,82655;55088,6338;56060,91363;56784,03725;54275,00305;56617,35179;
Norway;NOR;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42136,60317;43229,91632;44517,43572;45512,39022;47541,76671;49260,96952;51476,19922;53903,43782;54989,70273;55713,75589;57127,382;58018,31143;58540,84544;58728,15699;60699,56658;61870,36456;62846,93868;64062,43931;63570,34148;61689,55854;61353,47733;61157,12993;61990,69236;61878,97518;62390,13031;62987,51629;63104,08078;64050,75617;64341,25868;64385,00599;63548,00082;65662,17439;
Nepal;NPL;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1554,602043;1611,359513;1631,230715;1649,008128;1741,309361;1760,444963;1815,312616;1868,7838;1888,287534;1935,691723;2020,855438;2084,199999;2055,722716;2107,640965;2179,093015;2230,78916;2285,512214;2346,259223;2473,941743;2572,17508;2682,698698;2763,828845;2886,097522;2982,287;3152,293261;3260,034998;3244,6743;3495,5288;3719,307775;3922,081331;3761,802788;3831,948395;
Nauru;NRU;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5343,428285;5190,043297;5689,844618;4400,851643;5391,421588;5887,298455;6536,332724;7160,599219;7851,375402;10015,12376;12390,3685;12567,81629;12729,86089;11746,62695;12209,94792;12000,61152;11958,17162;11947,39484;
New Zealand;NZL;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28031,99715;26415,00133;26427,35349;27797,71079;28834,72822;29757,47442;30349,20656;30567,51666;30539,10167;32035,04569;32772,58209;33708,70451;34676,79529;35546,09643;36432,49048;37219,80295;37828,18685;38611,98032;37860,11256;37432,83357;37583,11174;38137,49061;38780,60562;39521,07555;40353,10606;41020,31258;41620,34796;42218,53771;42862,07098;43110,37124;41642,02809;42915,45298;
OECD members;OED;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29517,63428;29654,13419;30024,21725;30151,83564;30824,22919;31378,98595;32131,87228;33040,53867;33751,06699;34587,63867;35757,91933;35967,52051;36266,10653;36741,12827;37695,99525;38503,17549;39434,66261;40206,8148;40090,57152;38440,00498;39375,86338;39991,98453;40285,5016;40654,33016;41247,88556;42015,41161;42528,5465;43383,66034;44167,44349;44701,92017;42548,16949;44827,18753;
Oman;OMN;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30462,20108;30766,71578;31842,55736;32354,73706;32635,17624;33650,86308;34090,80369;35574,1334;35967,32186;35573,59111;37392,24601;38568,31711;37683,41963;36256,34638;36170,67525;36388,44419;37662,51727;38659,35331;41114,23914;42875,11337;40819,93848;37745,45215;37270,58652;36330,47856;35032,25685;35188,02376;35229,95419;34218,38813;34212,10677;33814,11162;33098,2099;34294,76467;
Other small states;OSS;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13507,78925;13851,02149;14239,4631;14662,20239;15674,98856;16239,16838;17430,35187;18565,17511;19332,10521;19082,15683;20172,41052;21217,5224;21525,84063;21823,36772;22113,30637;22162,24585;22252,78324;22107,65336;22178,47944;22309,87437;20951,76101;21565,47554;
Pakistan;PAK;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3061,533388;3114,242099;3267,290688;3240,735549;3265,651279;3328,00192;3384,609986;3319,869472;3307,510088;3331,953041;3368,681897;3382,204838;3381,140813;3499,018602;3679,907116;3836,090287;3978,019327;4081,911885;4061,886507;4084,825373;4058,00862;4082,449488;4150,32564;4266,711418;4403,672612;4552,605654;4746,717558;4891,719774;5113,434292;5157,546572;5004,352242;5232,142773;
Panama;PAN;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10817,8448;11590,41481;12284,06433;12690,36223;12787,7866;12749,82399;13004,06766;13568,22507;14275,66726;14542,81141;14646,03354;14444,81423;14483,08454;14804,62455;15615,40054;16421,60757;17510,34895;19248,56034;20760,49126;20640,21574;21455,68315;23461,8736;25302,08078;26576,86404;27440,56698;28512,92482;29410,63507;30526,37985;31125,62424;31543,60606;25510,27345;29037,9452;
Peru;PER;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5240,257623;5244,144642;5110,73742;5271,981886;5804,999328;6116,438775;6171,955202;6453,021339;6315,015417;6303,456053;6375,616316;6329,41288;6596,550192;6799,449665;7067,355609;7443,931118;7938,434952;8548,604027;9262,151136;9298,078003;9996,937323;10539,98196;11084,87394;11620,64445;11773,94413;12015,18716;12321,31815;12442,74646;12696,23629;12735,16828;11176,91861;12514,65141;
Philippines;PHL;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4232,477595;4115,017154;4035,92811;4027,895301;4106,684634;4197,344963;4337,196413;4450,854615;4322,577124;4364,283542;4455,672463;4495,361049;4567,234468;4703,666421;4914,036235;5058,047487;5227,532997;5465,151824;5596,913045;5574,452609;5876,47814;5995,430982;6298,160086;6610,851222;6917,74915;7235,081401;7616,049769;8001,75648;8365,732451;8731,860869;7773,260231;8094,692994;
Palau;PLW;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13301,02368;14084,79361;14572,04035;14075,93552;14739,44885;15381,83497;15484,97912;16004,33905;15287,38205;14489,22246;14744,528;15988,72039;16522,46333;16089,20765;17110,48974;18402,52854;18364,48043;17594,68886;17587,08844;17605,48026;15952,25084;13785,39753;
Papua New Guinea;PNG;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2907,351413;3084,34379;3387,859273;3859,947186;3942,236685;3675,627219;3819,679753;3541,388356;3289,606794;3235,69774;3047,916838;2942,616584;2841,162545;2808,10859;2791,848616;2875,033574;2935,971094;3068,074048;2966,016769;3072,628616;3283,715047;3225,087477;3282,809015;3317,815964;3669,913135;3813,114293;3924,355919;3966,947432;3864,944521;3947,86549;3741,59672;3677,460213;
Poland;POL;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11259,43745;10432,45531;10662,08052;11032,55399;11591,99886;12398,52413;13146,75609;13985,43358;14629,19836;15311,44294;16177,86767;16385,99717;16727,33977;17324,21619;18198,10004;18844,55748;20012,62111;21437,45774;22334,78086;22951,78482;23692,90923;24874,17186;25258,59332;25490,32891;26488,20025;27667,68908;28497,10361;29958,12071;31739,25696;33159,74903;32546,82594;34915,52357;
Pre-demographic dividend;PRE;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2608,619521;2360,397295;2349,350692;2269,146052;2200,202089;2206,45531;2269,941537;2355,231144;2444,208789;2477,235999;2536,242824;2578,542987;2637,235561;2555,508813;2762,140422;2844,650338;2937,939496;3035,281781;3133,194065;3179,770338;3287,703557;3324,541832;3375,191512;3460,636129;3532,375349;3547,146461;3541,943367;3506,504625;3503,207531;3519,099838;3342,939189;3353,444885;
Puerto Rico;PRI;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21595,98399;21937,89761;22791,57065;23650,11459;24412,28195;25288,11258;25584,5658;26584,90667;27894,4491;29251,04467;30124,70069;31958,10478;32209,43108;32206,47298;35016,94713;34370,72325;34030,09907;33831,94268;33403,43289;32930,36984;32960,69939;33224,57387;33638,87414;33922,16695;34070,26215;34311,03825;34539,59552;34363,75463;34223,10136;34792,65549;32387,15938;32632,88249;
Korea, Dem. People's Rep.;PRK;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Portugal;PRT;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23556,85621;24642,59962;24930,45063;24391,19985;24560,35706;25523,70602;26318,97513;27354,83681;28525,51743;29472,70988;30383,13782;30756,01895;30823,84904;30422,60203;30892,81988;31076,64412;31524,74957;32251,5691;32307,91277;31269,41046;31798,15381;31304,81553;30156,70158;30042,89072;30444,60021;31118,79067;31847,53773;33044,71674;34040,72539;34945,66151;32011,32516;33674,5272;
Paraguay;PRY;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8818,629371;8888,478298;8808,78439;9013,589457;9262,535569;9661,068899;9588,724014;9774,315237;9572,053715;9248,593736;8862,143692;8640,302839;8515,946667;8773,13853;9022,79829;9113,411751;9451,760557;9865,326417;10403,84054;10272,17718;11281,25573;11613,16858;11376,4073;12150,97152;12616,41423;12806,09668;13163,74019;13604,17472;13848,49911;13609,72301;13317,32112;13687,65512;
West Bank and Gaza;PSE;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3951,205493;4047,128488;3916,925775;4294,746098;4786,480236;5052,064072;4503,248849;3980,933349;3395,855028;3774,132393;4485,525458;4866,028474;4695,994727;4750,929692;4965,37295;5250,116075;5411,066482;5782,689593;5985,683247;6118,257181;5967,073437;6048,976597;6438,93364;6401,740891;6318,210068;6245,448697;5402,538773;5643,072243;
Pacific island small states;PSS;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5140,298479;5026,805955;5244,990598;5315,953642;5502,8653;5645,17301;5780,257795;5608,064359;5606,846033;5864,695971;5687,529117;5692,848605;5762,316228;5788,224582;5968,770771;6011,321568;6065,243015;5986,649569;6018,714419;5905,739686;6048,253508;6190,42292;6185,233673;6347,749638;6548,225902;6734,427071;6880,899354;7104,110889;7248,462665;7208,542965;6243,489243;5902,748811;
Post-demographic dividend;PST;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32142,91533;32275,90143;32593,24964;32623,12213;33291,58567;33955,35844;34705,44806;35639,3926;36410,20802;37477,9318;38807,01155;39249,88519;39672,1786;40286,09415;41394,85154;42318,6028;43361,17232;44259,77915;44178,51416;42363,83444;43417,46208;44029,70907;44317,78746;44700,1713;45280,00839;45978,90039;46578,57799;47519,63188;48415,54668;49097,2977;46666,05044;49079,25264;
French Polynesia;PYF;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Qatar;QAT;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79400,43341;78498,13455;80083,06105;79140,62933;90782,72158;89448,04733;94361,62651;91736,75196;92067,81203;92450,24938;103902,5193;111879,7478;110931,5065;109625,6296;106141,3262;101971,9896;97783,12052;92177,59594;91461,61645;90840,42907;89019,06986;92862,35131;
Romania;ROU;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13376,10216;11749,77663;10816,93372;10997,26483;11446,29942;12184,43229;12697,09502;12116,23715;11894,89483;11868,70815;12176,5795;12992,00529;13986,65625;14417,71994;16012,19191;16863,48108;18325,65886;19943,75007;22166,32324;21118,525;20415,54202;21442,94143;21953,23033;22094,38554;23091,15537;23933,18672;24758,71299;26943,34774;28736,095;30000,97783;29057,2846;30771,43572;
Russian Federation;RUS;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21482,74805;20340,13281;17367,64063;15870,60547;13880,46484;13308,20508;12827,11621;13028,20801;12358,15234;13189,79395;14569,93652;15378,08984;16175,09766;17434,80859;18765,51953;20042,81445;21757,46484;23647,26563;24887,85352;22939,69336;23961,2207;24972,07813;25933,29297;26332,39648;26057,15625;25488,0957;25490,70898;25926,44336;26656,41016;27254,57422;26583,79688;27960,10156;
Rwanda;RWA;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;932,6575602;889,0788628;920,2063992;819,110584;478,468201;765,982333;731,3328581;729,316258;769,0556359;793,0113231;848,7543235;908,0087808;1009,580549;1008,249746;1055,75658;1124,770916;1196,247827;1253,340988;1356,365089;1403,558692;1467,736295;1544,409801;1637,100848;1674,060922;1735,54545;1844,716896;1907,68168;1934,972955;2050,440869;2191,401609;2067,641708;2238,957323;
South Asia;SAS;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1963,035844;1960,607024;2029,029841;2069,852914;2145,293065;2243,729341;2345,867686;2384,15956;2464,726737;2598,935653;2653,669911;2719,163414;2763,369564;2909,043973;3073,07114;3249,629785;3441,634883;3635,543332;3699,772143;3898,871203;4127,931343;4275,286676;4446,00169;4651,384675;4909,901981;5205,71255;5537,572782;5827,134159;6123,98525;6287,860181;5896,236736;6299,594786;
Saudi Arabia;SAU;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41984,82769;46402,72271;46502,13156;44415,54646;43396,64384;42288,40463;42237,76448;41572,90021;41659,58214;39066,92702;40234,81754;38778,47733;36789,9202;39993,47592;42243,96918;43253,48581;42733,88656;41846,28121;42780,683;40360,40092;41056,54734;44053,99652;45427,57353;45674,32478;46394,90401;47379,3563;47210,23197;45795,51353;45840,84171;44954,99119;42891,68706;44339,31263;
Sudan;SDN;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2756,530029;2909,616211;3052,743164;3140,025146;3095,871582;3195,899414;3303,667969;3811,521729;3887,140381;3911,600586;4040,612061;4183,432617;4316,291504;4467,12207;4571,087891;4692,173828;4847,587891;4964,306641;4993,871094;4707,346191;4745,297363;5047,333984;4711,05957;4692,277832;4776,620117;4718,918945;4733,017578;4613,950195;4349,209961;4133,130371;3874,800293;3701,069092;
Senegal;SEN;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2469,603188;2463,923635;2427,510861;2393,876688;2330,07188;2396,094361;2386,241714;2402,380875;2486,402663;2582,120644;2620,097976;2668,765912;2606,877313;2685,815199;2741,124078;2787,526892;2779,223781;2783,537197;2811,475802;2812,549073;2830,153244;2790,89741;2824,532853;2815,281525;2910,288864;3012,383374;3118,423494;3259,19258;3368,858596;3430,483882;3383,888453;3495,4036;
Singapore;SGP;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37289,7517;38667,75058;40014,82606;43486,23422;46819,52299;48677,58748;50230,88207;52611,78908;49740,24464;52166,02258;55904,2336;53833,72753;55437,55789;58819,95605;63862,12344;66973,54566;70756,44143;73992,12378;71464,9282;69430,48467;78115,21181;81258,0849;82805,61445;85400,72514;87616,63753;89160,72716;91146,09585;95310,33386;98336,95649;98283,30891;94505,63616;106032,2248;
Solomon Islands;SLB;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2192,065027;2255,534201;2468,340073;2493,342595;2618,260905;2800,326844;2765,221637;2664,16817;2625,218222;2543,395695;2125,770506;1910,349622;1814,162592;1888,697934;1988,250487;2087,201042;2125,366594;2153,881638;2237,513132;2250,008387;2411,070957;2527,870883;2526,146795;2591,802584;2556,727122;2534,725723;2609,744722;2625,089026;2633,288475;2616,863043;2469,107611;2406,113602;
Sierra Leone;SLE;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1451,254038;1467,479884;1209,633718;1227,938397;1198,650374;1100,416102;1113,734598;1034,558432;1042,389357;1016,010723;1057,855661;935,0386038;1116,966453;1172,89109;1209,058818;1230,178719;1254,236774;1325,778686;1362,546101;1368,030756;1401,574125;1450,493543;1627,339958;1914,737974;1952,692192;1513,562017;1566,843125;1593,483529;1610,161923;1655,68517;1586,196039;1614,698071;
El Salvador;SLV;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5191,971457;5178,945921;5451,631123;5688,114796;5890,09836;6109,746135;6107,32149;6249,915865;6369,409132;6464,531688;6499,450723;6524,196242;6601,262946;6687,273281;6736,906704;6916,693662;7221,499524;7343,910728;7470,751379;7287,175916;7412,977803;7665,94806;7851,701744;7995,63291;8100,975306;8266,722579;8450,25088;8617,921708;8812,200938;9021,426022;8267,251024;9086,047098;
San Marino;SMR;GDP per capita, PPP (constant 2017 international $);NY.GDP.PCAP.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66407,51392;70264,44711;75441,83877;75881,84844;78614,20269;77070,97423;78286,90164;80463,89511;81256,14428;83098,24963;87795,66454;86422,54814;76607,08569;71156,09799;63458,81555;57854,31833;57136,90454;56558,87186;57542,98408;58432,50237;58201,5271;58898,05808;60076,01134;56364,21416;;
